"FemaleID","ReprodRef","BirthDate","Year","Month","Age","Cond7Day","TB","Dominant","LitterSuccess"
34,436,"22/03/2001",2003,11,957,29.25311611,"N","N",0
755,437,"17/08/1998",2003,11,1924,163.7158511,"N","Y",1
665,438,"21/09/1998",2003,12,1899,11.56403398,"N","Y",1
660,439,"02/03/1997",2003,12,2468,139.7201069,"N","Y",0
669,440,"09/04/2000",2003,12,1334,144.8413122,"N","Y",0
483,441,"02/11/1999",2003,12,1494,-64.35632574,"N","Y",1
763,442,"15/03/2000",2003,12,1361,86.0933265,"N","Y",1
150,443,"24/01/1994",2003,12,3604,34.36654207,"N","Y",1
207,444,"15/11/1993",2003,12,3676,43.21342918,"N","Y",1
281,445,"21/11/1996",2003,12,2574,99.47390102,"N","Y",1
7,446,"02/01/1996",2003,12,2901,21.08229767,"N","Y",1
487,447,"21/01/2000",2003,12,1429,23.92781802,"N","N",0
774,448,"08/11/2002",2003,12,408,99.73119288,"N","N",0
670,449,"09/04/2000",2004,1,1366,NA,"N","N",0
285,450,"15/09/1998",2004,1,1946,110.181678,"Y","Y",1
682,451,"04/09/2002",2004,1,502,49.01263893,"N","N",0
488,452,"21/01/2000",2004,1,1460,168.6164573,"N","Y",1
104,453,"10/11/2001",2004,1,805,119.1239943,"N","N",0
381,454,"03/11/2001",2004,1,816,2.035289042,"N","N",0
108,455,"10/09/2002",2004,2,515,NA,"N","N",0
755,456,"17/08/1998",2004,2,2003,14.97049303,"N","Y",1
150,457,"24/01/1994",2004,2,3677,-35.65098911,"N","Y",0
606,458,"15/11/2002",2004,2,461,NA,"N","Y",1
607,459,"07/02/2003",2004,2,379,NA,"N","N",1
665,460,"21/09/1998",2004,2,1979,57.82318131,"N","Y",1
483,461,"02/11/1999",2004,2,1573,-12.4126191,"N","Y",1
763,462,"15/03/2000",2004,2,1439,-50.11640629,"N","Y",1
669,463,"09/04/2000",2004,2,1415,NA,"N","Y",0
7,464,"02/01/1996",2004,2,2974,-26.96799793,"N","Y",0
687,465,"21/02/2003",2004,2,368,68.56852964,"N","N",0
281,466,"21/11/1996",2004,2,2654,9.869432415,"N","Y",1
153,467,"18/12/2002",2004,2,437,NA,"N","N",0
37,468,"23/11/2001",2004,2,828,67.68360592,"N","N",0
110,469,"29/11/2002",2004,3,459,15.70027361,"N","N",0
112,470,"16/02/2003",2004,3,380,NA,"N","N",0
41,471,"12/09/2002",2004,3,539,34.3869108,"N","N",0
296,472,"18/10/2001",2004,3,869,NA,"N","N",0
300,473,"04/01/2002",2004,3,794,74.38787662,"N","N",0
43,474,"29/11/2002",2004,3,466,94.8925818,"N","N",0
151,475,"18/12/2002",2004,3,447,NA,"N","N",0
773,476,"18/08/2002",2004,3,569,49.62435209,"N","N",1
298,477,"18/10/2001",2004,3,874,74.61316707,"N","N",1
488,478,"21/01/2000",2004,3,1512,51.15072803,"N","Y",0
682,479,"04/09/2002",2004,3,561,32.5719239,"N","N",0
42,480,"12/09/2002",2004,3,554,49.03058247,"N","N",1
306,481,"06/09/2002",2004,3,562,55.35856457,"N","N",0
683,482,"19/11/2002",2004,3,489,20.19782815,"N","N",0
383,483,"22/01/2002",2004,3,794,43.78275532,"N","N",0
390,484,"14/04/2002",2004,3,712,50.68951616,"N","N",0
774,485,"08/11/2002",2004,3,504,107.0870831,"N","N",0
670,486,"09/04/2000",2004,3,1449,NA,"N","N",1
285,487,"15/09/1998",2004,4,2025,-37.38101622,"Y","Y",1
381,488,"03/11/2001",2004,4,881,30.66476666,"N","N",1
110,489,"29/11/2002",2004,4,498,56.98766679,"N","N",0
104,490,"10/11/2001",2004,4,884,135.7958345,"N","N",0
111,491,"16/02/2003",2004,4,428,29.71041611,"N","N",0
683,492,"19/11/2002",2004,5,529,33.10343746,"N","N",0
285,493,"15/09/1998",2004,5,2058,32.33967218,"Y","Y",0
104,494,"10/11/2001",2004,5,906,47.29294036,"N","N",0
305,495,"06/09/2002",2004,5,612,NA,"N","N",1
383,496,"22/01/2002",2004,5,839,24.0077595,"N","Y",0
669,497,"09/04/2000",2004,5,1494,NA,"N","Y",1
763,498,"15/03/2000",2004,5,1519,18.50491294,"N","Y",0
774,499,"08/11/2002",2004,5,551,51.86884707,"N","N",0
665,500,"21/09/1998",2004,5,2064,66.45305027,"N","Y",1
488,501,"21/01/2000",2004,7,1628,86.36050949,"N","Y",1
42,502,"12/09/2002",2004,7,665,37.13940395,"N","Y",1
383,503,"22/01/2002",2004,7,909,14.61698516,"N","Y",1
763,504,"15/03/2000",2004,7,1587,-6.948618264,"N","Y",0
606,505,"15/11/2002",2004,8,633,42.05701246,"N","Y",0
669,506,"09/04/2000",2004,8,1596,-33.47971832,"N","Y",0
755,507,"17/08/1998",2004,8,2199,26.57643624,"N","Y",0
285,508,"15/09/1998",2004,9,2184,-20.05174086,"Y","Y",1
483,509,"02/11/1999",2004,9,1780,47.5556598,"N","Y",1
763,510,"15/03/2000",2004,9,1646,5.816391706,"N","Y",1
383,511,"22/01/2002",2004,9,974,7.341627658,"N","Y",0
281,512,"21/11/1996",2004,9,2863,-20.53997781,"N","Y",0
305,513,"06/09/2002",2004,9,748,-36.00852483,"N","N",0
774,514,"08/11/2002",2004,9,690,18.0864404,"N","N",1
207,515,"15/11/1993",2004,9,3971,-25.28657209,"N","Y",1
665,516,"21/09/1998",2004,9,2200,23.08354988,"N","Y",1
298,517,"18/10/2001",2004,10,1084,44.31752201,"N","N",0
773,518,"18/08/2002",2004,10,784,8.081177779,"N","N",1
296,519,"18/10/2001",2004,10,1091,50.34659699,"N","N",0
390,520,"14/04/2002",2004,10,920,41.68055533,"N","N",0
488,521,"21/01/2000",2004,11,1746,52.06854946,"N","Y",1
755,522,"17/08/1998",2004,11,2279,NA,"N","Y",1
606,523,"15/11/2002",2004,11,729,92.63788463,"N","Y",1
669,524,"09/04/2000",2004,11,1683,65.57460538,"N","Y",1
37,525,"23/11/2001",2004,11,1098,22.18251789,"N","Y",0
285,526,"15/09/1998",2004,11,2263,13.0080666,"Y","Y",0
499,527,"17/02/2003",2004,11,648,NA,"N","N",0
281,528,"21/11/1996",2004,11,2929,35.35297506,"N","Y",1
43,529,"29/11/2002",2004,12,733,90.29284817,"N","N",0
483,530,"02/11/1999",2004,12,1859,43.56014875,"N","Y",1
763,531,"15/03/2000",2004,12,1727,-45.01784602,"N","Y",1
498,532,"09/09/2002",2004,12,819,NA,"N","N",0
383,533,"22/01/2002",2004,12,1050,6.710374133,"N","Y",1
104,534,"10/11/2001",2004,12,1123,NA,"Y","N",0
665,535,"21/09/1998",2004,12,2278,76.30967786,"N","Y",1
440,536,"25/08/2002",2004,12,851,51.24346832,"N","Y",0
113,537,"16/02/2003",2004,12,677,NA,"N","N",0
109,538,"29/11/2002",2004,12,759,NA,"N","N",0
110,539,"29/11/2002",2004,12,759,NA,"N","N",0
499,540,"17/02/2003",2004,12,679,NA,"N","N",0
441,541,"14/11/2002",2004,12,776,23.3539957,"N","N",0
488,542,"21/01/2000",2005,1,1810,-2.945484393,"N","Y",0
755,543,"17/08/1998",2005,1,2334,-3.468065283,"N","Y",0
112,544,"16/02/2003",2005,1,698,NA,"N","N",0
606,545,"15/11/2002",2005,1,796,20.28884204,"N","Y",0
443,546,"23/11/2003",2005,1,427,76.57277037,"N","N",0
689,547,"03/12/2003",2005,1,417,49.78838272,"N","N",0
777,548,"06/12/2003",2005,1,419,-9.581581562,"N","N",0
442,549,"23/11/2003",2005,1,434,59.79103811,"N","N",1
669,550,"09/04/2000",2005,1,1758,41.85631929,"N","Y",0
234,551,"09/12/2003",2005,2,421,7.33716555,"N","N",0
688,552,"03/12/2003",2005,2,429,17.73338623,"N","N",0
775,553,"06/12/2003",2005,2,437,NA,"N","N",0
281,554,"21/11/1996",2005,2,3009,-105.048346,"N","Y",1
302,555,"26/03/2002",2005,2,1058,NA,"N","N",1
37,556,"23/11/2001",2005,2,1182,11.9297661,"N","Y",0
285,557,"15/09/1998",2005,2,2347,NA,"Y","Y",0
483,558,"02/11/1999",2005,2,1939,8.111296606,"N","Y",1
609,559,"19/02/2004",2005,2,369,-6.868811396,"N","N",0
763,560,"15/03/2000",2005,2,1805,-70.66072827,"N","Y",1
207,561,"15/11/1993",2005,2,4118,-111.2865723,"N","Y",1
499,562,"17/02/2003",2005,2,738,-62.77045276,"N","N",0
383,563,"22/01/2002",2005,2,1131,NA,"N","Y",1
113,564,"16/02/2003",2005,2,742,NA,"N","N",0
43,565,"29/11/2002",2005,3,824,-50.15496747,"N","N",1
114,566,"27/10/2003",2005,3,492,NA,"N","N",0
115,567,"13/01/2004",2005,3,415,NA,"N","N",1
554,568,"20/01/2004",2005,3,409,-11.88917548,"Y","N",0
665,569,"21/09/1998",2005,3,2360,-46.7706208,"N","Y",1
608,570,"19/02/2004",2005,3,384,29.48113443,"N","N",0
498,571,"09/09/2002",2005,3,915,-11.53062662,"N","N",1
553,572,"09/12/2002",2005,3,825,124.6229207,"N","N",0
109,573,"29/11/2002",2005,3,838,74.61734456,"Y","N",0
441,574,"14/11/2002",2005,3,853,16.22418337,"N","N",0
773,575,"18/08/2002",2005,3,944,0.067097209,"N","N",0
315,576,"10/03/2004",2005,3,378,32.72864187,"N","N",0
755,577,"17/08/1998",2005,3,2410,-71.31700721,"N","Y",0
488,578,"21/01/2000",2005,3,1890,-19.6127847,"N","Y",1
763,579,"15/03/2000",2005,4,1843,16.00214471,"N","Y",0
110,580,"29/11/2002",2005,4,855,56.95958933,"N","Y",1
606,581,"15/11/2002",2005,4,869,20.35156103,"N","Y",1
443,582,"23/11/2003",2005,4,500,9.008965139,"N","Y",0
37,583,"23/11/2001",2005,4,1231,56.82843955,"N","Y",0
112,584,"16/02/2003",2005,4,783,-76.12004052,"Y","N",0
234,585,"09/12/2003",2005,4,493,-2.271537402,"N","N",0
774,586,"08/11/2002",2005,4,890,-8.712528212,"N","N",0
302,587,"26/03/2002",2005,4,1121,NA,"N","N",1
310,588,"24/11/2002",2005,4,884,-25.4060698,"N","N",0
285,589,"15/09/1998",2005,5,2421,7.434653517,"Y","Y",0
690,590,"21/02/2004",2005,5,442,34.59696742,"N","N",0
498,591,"09/09/2002",2005,5,973,-49.87670011,"N","N",0
443,592,"23/11/2003",2005,6,570,81.09268,"N","Y",1
755,593,"17/08/1998",2005,6,2506,41.99916879,"N","Y",0
441,594,"14/11/2002",2005,7,963,115.8686628,"N","N",1
608,595,"19/02/2004",2005,7,509,58.8985327,"N","N",1
383,596,"22/01/2002",2005,8,1290,NA,"N","Y",1
37,597,"23/11/2001",2005,8,1361,81.61777024,"N","Y",1
285,598,"15/09/1998",2005,8,2528,NA,"Y","Y",1
763,599,"15/03/2000",2005,8,1990,NA,"N","Y",1
281,600,"21/11/1996",2005,8,3201,-15.91887809,"N","Y",0
665,601,"21/09/1998",2005,9,2539,50.7163729,"N","Y",1
312,602,"09/12/2003",2005,9,637,39.065025,"N","N",1
315,603,"10/03/2004",2005,9,545,74.56302282,"N","N",1
442,604,"23/11/2003",2005,9,659,64.54676978,"N","Y",1
154,605,"28/03/2004",2005,9,539,44.65546901,"N","N",1
606,606,"15/11/2002",2005,9,1046,68.93726927,"N","Y",0
483,607,"02/11/1999",2005,9,2159,17.42958091,"N","Y",1
488,608,"21/01/2000",2005,10,2080,9.722250872,"N","Y",0
298,609,"18/10/2001",2005,10,1447,53.85504582,"N","N",1
444,610,"10/02/2004",2005,10,603,64.81410774,"N","N",0
553,611,"09/12/2002",2005,10,1033,60.19431944,"N","N",0
383,612,"22/01/2002",2005,10,1369,11.4870218,"N","Y",1
43,613,"29/11/2002",2005,10,1061,NA,"N","N",0
155,614,"12/05/2004",2005,10,534,66.70488228,"N","Y",0
755,615,"17/08/1998",2005,11,2640,31.48488856,"N","Y",0
763,616,"15/03/2000",2005,11,2067,-39.3117364,"N","Y",1
281,617,"21/11/1996",2005,11,3278,34.89763704,"N","Y",1
665,618,"21/09/1998",2005,11,2617,-1.953646584,"N","Y",1
45,619,"08/07/2004",2005,11,501,11.84875017,"N","N",0
774,620,"08/11/2002",2005,11,1113,107.3722672,"N","N",0
207,621,"15/11/1993",2005,11,4395,NA,"N","Y",0
442,622,"23/11/2003",2005,11,738,29.06434224,"N","Y",1
154,623,"28/03/2004",2005,11,612,47.32783101,"N","N",0
115,624,"13/01/2004",2005,12,691,35.72926348,"N","Y",1
441,625,"14/11/2002",2005,12,1119,-13.93147651,"N","N",0
156,626,"12/05/2004",2005,12,576,57.70868938,"N","N",0
488,627,"21/01/2000",2005,12,2155,39.00700085,"N","Y",1
606,628,"15/11/2002",2005,12,1126,42.47085018,"N","Y",1
37,629,"23/11/2001",2005,12,1484,91.64839244,"N","Y",1
298,630,"18/10/2001",2005,12,1521,70.62116327,"N","N",0
483,631,"02/11/1999",2005,12,2241,28.27717697,"N","Y",1
383,632,"22/01/2002",2005,12,1431,NA,"N","Y",0
392,633,"02/04/2004",2005,12,630,-46.06134474,"Y","N",0
775,634,"06/12/2003",2005,12,753,-2.392966873,"N","N",0
779,635,"22/02/2004",2005,12,675,12.91967724,"N","N",0
608,636,"19/02/2004",2005,12,679,NA,"N","N",0
443,637,"23/11/2003",2006,1,772,31.33376342,"N","N",0
302,638,"26/03/2002",2006,1,1389,17.57474464,"N","N",1
234,639,"09/12/2003",2006,1,770,-13.0768365,"N","N",0
755,640,"17/08/1998",2006,1,2715,28.31113773,"N","Y",0
689,641,"03/12/2003",2006,1,783,-20.99071215,"N","N",0
444,642,"10/02/2004",2006,1,717,22.00922808,"N","N",0
609,643,"19/02/2004",2006,1,710,38.0307207,"N","N",0
763,644,"15/03/2000",2006,1,2146,-88.88872027,"N","Y",1
505,645,"04/12/2004",2006,2,430,-15.12470564,"N","N",0
507,646,"04/12/2004",2006,2,430,-36.6804655,"N","N",1
316,647,"10/05/2004",2006,2,640,41.03610283,"N","N",0
690,648,"21/02/2004",2006,2,720,-6.071653042,"N","N",0
665,649,"21/09/1998",2006,2,2702,-60.28924687,"N","Y",1
442,650,"23/11/2003",2006,2,819,30.00302617,"N","Y",1
488,651,"21/01/2000",2006,2,2221,-3.492936767,"N","Y",0
692,652,"16/05/2004",2006,2,646,-29.43825187,"N","N",0
115,653,"13/01/2004",2006,2,773,47.37375767,"N","Y",1
774,654,"08/11/2002",2006,2,1204,-31.9382009,"N","N",1
383,655,"22/01/2002",2006,2,1498,NA,"N","Y",1
396,656,"07/12/2004",2006,3,449,75.78169232,"N","N",0
445,657,"10/02/2004",2006,3,758,37.15694608,"N","N",0
606,658,"15/11/2002",2006,3,1214,1.750289028,"N","Y",1
777,659,"06/12/2003",2006,3,831,-32.34145758,"N","N",0
310,660,"24/11/2002",2006,3,1211,33.55646233,"N","Y",1
156,661,"12/05/2004",2006,3,683,86.29919019,"N","N",0
46,662,"08/07/2004",2006,3,628,NA,"N","N",0
45,663,"08/07/2004",2006,4,632,57.4175229,"N","N",1
119,664,"03/03/2005",2006,4,394,NA,"N","N",0
37,665,"23/11/2001",2006,4,1590,51.88384658,"N","Y",0
779,666,"22/02/2004",2006,4,771,NA,"N","N",0
154,667,"28/03/2004",2006,4,737,NA,"N","N",0
755,668,"17/08/1998",2006,4,2787,62.97496474,"N","Y",0
234,669,"09/12/2003",2006,4,848,85.33898374,"N","Y",0
302,670,"26/03/2002",2006,4,1472,58.19178932,"N","N",0
483,671,"02/11/1999",2006,4,2347,NA,"N","Y",0
763,672,"15/03/2000",2006,4,2214,33.06819791,"N","Y",0
446,673,"12/11/2004",2006,4,514,121.4373791,"N","N",0
506,674,"04/12/2004",2006,4,492,39.39182639,"N","N",0
239,675,"23/02/2005",2006,4,412,75.07094262,"N","N",1
501,676,"22/02/2004",2006,4,780,12.55330093,"N","N",0
447,677,"12/11/2004",2006,4,518,NA,"N","N",1
504,678,"16/09/2004",2006,4,578,37.37367752,"N","N",0
157,679,"17/11/2004",2006,4,522,NA,"N","Y",1
509,680,"12/03/2005",2006,4,408,122.5942174,"N","N",1
510,681,"12/03/2005",2006,4,408,97.32692702,"N","N",1
298,682,"18/10/2001",2006,4,1650,68.39021791,"Y","N",1
554,683,"20/01/2004",2006,4,826,53.60532694,"Y","N",0
558,684,"01/11/2004",2006,4,544,153.2629147,"N","N",0
665,685,"21/09/1998",2006,4,2778,-12.04067864,"Y","Y",1
583,686,"16/02/2005",2006,5,444,NA,"N","N",0
555,687,"06/07/2004",2006,5,670,152.180167,"N","N",0
560,688,"25/03/2005",2006,5,408,86.36741354,"N","N",0
488,689,"21/01/2000",2006,5,2300,42.15932298,"Y","Y",1
690,690,"21/02/2004",2006,5,811,49.54689008,"N","N",0
692,691,"16/05/2004",2006,5,728,21.07964849,"N","N",0
505,692,"04/12/2004",2006,5,528,116.9657615,"N","N",0
442,693,"23/11/2003",2006,8,991,111.4499714,"N","Y",1
118,694,"03/03/2005",2006,8,527,NA,"N","Y",1
310,695,"24/11/2002",2006,8,1357,55.62852448,"N","Y",1
157,696,"17/11/2004",2006,8,639,58.86485397,"N","Y",0
755,697,"17/08/1998",2006,8,2928,101.9705061,"N","Y",1
763,698,"15/03/2000",2006,9,2362,30.50621225,"N","Y",1
583,699,"16/02/2005",2006,9,563,-19.96288314,"N","N",0
234,700,"09/12/2003",2006,9,999,44.02070714,"N","Y",1
298,701,"18/10/2001",2006,9,1781,9.083312664,"Y","N",0
397,702,"04/08/2005",2006,9,402,92.35268361,"N","Y",1
665,703,"21/09/1998",2006,9,2912,30.70787124,"Y","Y",0
154,704,"28/03/2004",2006,9,903,21.93949463,"N","N",1
606,705,"15/11/2002",2006,9,1403,27.36208197,"N","Y",1
119,706,"03/03/2005",2006,9,566,70.67717706,"Y","N",0
186,707,"12/09/2005",2006,9,373,35.97689859,"N","N",0
483,708,"02/11/1999",2006,9,2516,43.1788665,"Y","Y",0
690,709,"21/02/2004",2006,9,948,11.79901971,"N","N",0
505,710,"04/12/2004",2006,9,665,26.22684054,"N","N",0
510,711,"12/03/2005",2006,10,569,34.12720771,"N","N",1
774,712,"08/11/2002",2006,10,1439,21.51117553,"N","N",0
488,713,"21/01/2000",2006,11,2477,-38.86334946,"Y","Y",1
755,714,"17/08/1998",2006,11,3002,NA,"N","Y",0
787,715,"22/02/2005",2006,11,622,-19.08567944,"N","N",0
37,716,"23/11/2001",2006,11,1814,-34.23329548,"N","Y",1
763,717,"15/03/2000",2006,11,2441,-4.28229145,"N","Y",0
606,718,"15/11/2002",2006,11,1466,NA,"N","Y",0
775,719,"06/12/2003",2006,11,1084,148.2652361,"N","Y",0
443,720,"23/11/2003",2006,11,1100,NA,"N","N",0
665,721,"21/09/1998",2006,11,2992,13.70722312,"Y","Y",1
317,722,"28/11/2004",2006,12,733,57.30366913,"N","N",0
319,723,"16/02/2005",2006,12,655,77.60529336,"N","N",0
154,724,"28/03/2004",2006,12,982,77.65368825,"N","Y",0
780,725,"09/03/2004",2006,12,1004,84.08562317,"N","N",0
182,726,"30/01/2005",2006,12,683,45.87454846,"N","N",0
776,727,"06/12/2003",2006,12,1104,-29.54921452,"N","N",0
779,728,"22/02/2004",2006,12,1026,-154.9258272,"Y","N",0
483,729,"02/11/1999",2006,12,2603,-4.569266252,"Y","Y",0
506,730,"04/12/2004",2006,12,747,-35.36890787,"N","N",0
442,731,"23/11/2003",2006,12,1125,37.10154822,"N","Y",1
185,732,"12/09/2005",2006,12,467,13.3481492,"N","N",0
612,733,"02/04/2005",2006,12,636,-1.02953391,"N","N",0
783,734,"28/09/2004",2006,12,823,-78.93079775,"N","N",0
119,735,"03/03/2005",2006,12,668,32.89490921,"Y","N",0
320,736,"06/09/2005",2007,1,484,6.409950685,"N","N",1
118,737,"03/03/2005",2007,1,672,57.82643162,"N","Y",0
611,738,"02/04/2005",2007,1,647,25.64965172,"N","N",0
690,739,"21/02/2004",2007,1,1055,-39.29942612,"N","N",0
446,740,"12/11/2004",2007,1,791,89.64612899,"N","N",0
449,741,"04/07/2005",2007,1,557,42.20243668,"N","N",0
504,742,"16/09/2004",2007,1,851,-42.22907715,"N","N",0
778,743,"22/02/2004",2007,1,1059,-49.29923063,"N","N",0
782,744,"16/09/2004",2007,1,854,-75.13910203,"N","N",0
508,745,"22/02/2005",2007,1,696,-13.26524998,"N","N",0
505,746,"04/12/2004",2007,1,777,-2.272542737,"N","N",1
788,747,"26/08/2005",2007,1,515,-47.64927952,"N","N",0
786,748,"22/02/2005",2007,1,702,-81.31528556,"N","N",0
755,749,"17/08/1998",2007,1,3084,-9.032559152,"N","Y",1
763,750,"15/03/2000",2007,1,2508,-88.04533199,"N","Y",0
120,751,"04/12/2005",2007,1,419,-44.84207882,"N","N",0
789,752,"26/08/2005",2007,1,521,-102.1028618,"N","N",0
158,753,"20/02/2005",2007,1,710,-54.68629005,"N","N",0
784,754,"06/12/2004",2007,2,787,-44.63080245,"N","N",1
234,755,"09/12/2003",2007,2,1151,17.40916189,"N","Y",1
781,756,"16/09/2004",2007,2,871,-118.6707929,"N","N",0
154,757,"28/03/2004",2007,2,1044,-71.99138104,"N","Y",0
606,758,"15/11/2002",2007,2,1546,20.69260284,"N","Y",1
775,759,"06/12/2003",2007,2,1170,16.86301542,"N","Y",0
554,760,"20/01/2004",2007,2,1132,-51.27312669,"Y","N",0
510,761,"12/03/2005",2007,2,716,-17.15987365,"N","N",0
488,762,"21/01/2000",2007,3,2605,-110.8729301,"Y","Y",0
397,763,"04/08/2005",2007,3,584,-20.52002425,"N","Y",0
47,764,"04/03/2005",2007,3,738,6.637871764,"N","N",0
310,765,"24/11/2002",2007,3,1570,-5.220125533,"N","Y",0
317,766,"28/11/2004",2007,3,835,29.86871139,"N","N",0
694,767,"16/12/2004",2007,3,818,18.83393171,"N","N",0
321,768,"06/09/2005",2007,3,557,NA,"N","N",0
501,769,"22/02/2004",2007,3,1119,-11.18613626,"N","Y",0
665,770,"21/09/1998",2007,3,3100,-68.62665675,"Y","Y",1
443,771,"23/11/2003",2007,3,1211,-47.58834772,"N","N",0
48,772,"16/12/2005",2007,3,458,31.36723552,"N","N",0
49,773,"16/12/2005",2007,3,461,19.73305698,"N","N",0
690,774,"21/02/2004",2007,3,1130,-30.95654493,"Y","N",0
119,775,"03/03/2005",2007,3,756,NA,"Y","Y",0
442,776,"23/11/2003",2007,5,1266,-43.85190781,"N","Y",0
47,777,"04/03/2005",2007,5,816,76.62563691,"N","N",0
119,778,"03/03/2005",2007,8,909,-17.1370113,"Y","Y",0
507,779,"04/12/2004",2007,9,1026,-50.35270513,"N","N",0
118,780,"03/03/2005",2007,10,954,25.26083923,"N","N",0
310,781,"24/11/2002",2007,10,1797,4.900576154,"N","Y",0
501,782,"22/02/2004",2007,10,1343,-10.94868475,"N","Y",0
37,783,"23/11/2001",2007,10,2167,NA,"N","Y",0
776,784,"06/12/2003",2007,11,1428,-61.11630644,"N","Y",1
442,785,"23/11/2003",2007,11,1466,-21.18927142,"N","Y",1
119,786,"03/03/2005",2007,12,1004,-67.32717904,"Y","Y",1
397,787,"04/08/2005",2007,12,858,-27.84190569,"N","Y",1
506,788,"04/12/2004",2007,12,1103,31.55467729,"Y","N",0
501,789,"22/02/2004",2007,12,1395,45.39804803,"N","Y",0
234,790,"09/12/2003",2007,12,1471,14.80990278,"N","Y",1
783,791,"28/09/2004",2007,12,1177,NA,"N","N",0
778,792,"22/02/2004",2007,12,1406,9.409939065,"N","Y",1
488,793,"21/01/2000",2008,1,2902,166.1169385,"Y","Y",0
510,794,"12/03/2005",2008,1,1028,24.85847384,"N","N",1
310,795,"24/11/2002",2008,1,1871,107.4489083,"N","Y",1
615,796,"18/09/2006",2008,1,477,NA,"N","N",0
613,797,"12/07/2005",2008,1,911,NA,"N","N",0
782,798,"16/09/2004",2008,1,1212,NA,"N","N",0
443,799,"23/11/2003",2008,1,1513,NA,"N","Y",0
790,800,"11/11/2005",2008,1,795,113.2631642,"N","N",1
554,801,"20/01/2004",2008,1,1459,137.9525418,"Y","N",0
556,802,"06/07/2004",2008,1,1293,192.0271089,"N","N",0
784,803,"06/12/2004",2008,1,1142,100.9666176,"N","N",0
791,804,"29/01/2006",2008,1,723,NA,"N","N",0
776,805,"06/12/2003",2008,1,1508,73.59694381,"N","Y",0
781,806,"16/09/2004",2008,1,1225,152.7482691,"N","Y",1
182,807,"30/01/2005",2008,1,1089,124.0011455,"N","N",1
559,808,"25/03/2005",2008,1,1040,140.2267504,"N","N",1
786,809,"22/02/2005",2008,2,1077,65.31948558,"N","N",0
788,810,"26/08/2005",2008,2,892,60.69381605,"N","N",0
792,811,"29/01/2006",2008,2,737,82.55193218,"N","N",0
789,812,"26/08/2005",2008,2,896,86.13321821,"N","N",1
442,813,"23/11/2003",2008,2,1542,59.78307576,"N","Y",0
188,814,"30/11/2005",2008,2,808,145.0891412,"N","N",1
612,815,"02/04/2005",2008,2,1050,NA,"N","Y",0
184,816,"12/09/2005",2008,2,889,NA,"N","Y",0
122,817,"12/08/2006",2008,2,557,39.14235513,"N","N",0
194,818,"22/12/2006",2008,2,426,95.62101558,"N","N",0
193,819,"10/08/2006",2008,2,566,93.41951595,"N","N",0
401,820,"10/09/2006",2008,2,537,91.68928033,"N","N",0
488,821,"21/01/2000",2008,2,2961,84.11584987,"Y","Y",0
397,822,"04/08/2005",2008,3,941,60.45282937,"N","Y",1
123,823,"12/08/2006",2008,3,571,NA,"N","N",0
234,824,"09/12/2003",2008,3,1550,68.13870483,"N","Y",1
119,825,"03/03/2005",2008,3,1102,NA,"Y","Y",0
510,826,"12/03/2005",2008,3,1095,32.10060635,"N","N",0
790,827,"11/11/2005",2008,3,856,-3.446003996,"N","N",0
242,828,"03/09/2006",2008,3,565,36.07435601,"N","N",0
776,829,"06/12/2003",2008,3,1572,10.2923403,"N","Y",0
786,830,"22/02/2005",2008,3,1133,8.771565967,"N","Y",0
787,831,"22/02/2005",2008,3,1133,NA,"N","Y",0
442,832,"23/11/2003",2008,3,1590,-15.43241105,"N","Y",0
310,833,"24/11/2002",2008,4,1957,27.94180536,"N","Y",1
782,834,"16/09/2004",2008,4,1296,NA,"N","N",1
788,835,"26/08/2005",2008,4,955,12.13493681,"N","N",1
556,836,"06/07/2004",2008,4,1372,34.83796761,"N","N",0
781,837,"16/09/2004",2008,4,1306,56.03368567,"N","Y",1
615,838,"18/09/2006",2008,4,575,NA,"N","N",0
184,839,"12/09/2005",2008,4,952,NA,"N","N",0
506,840,"04/12/2004",2008,5,1254,NA,"Y","N",1
188,841,"30/11/2005",2008,6,929,NA,"N","N",0
787,842,"22/02/2005",2008,6,1219,106.0750014,"N","Y",0
781,843,"16/09/2004",2008,7,1394,6.760107069,"N","Y",0
789,844,"26/08/2005",2008,7,1068,123.7180073,"N","Y",1
795,845,"25/01/2007",2008,7,553,117.6976403,"Y","N",0
119,846,"03/03/2005",2008,8,1250,59.81301055,"Y","Y",0
442,847,"23/11/2003",2008,8,1719,167.7213292,"N","Y",1
506,848,"04/12/2004",2008,8,1349,NA,"Y","Y",1
612,849,"02/04/2005",2008,8,1231,NA,"N","Y",0
786,850,"22/02/2005",2008,8,1271,45.17559298,"N","Y",1
778,851,"22/02/2004",2008,8,1638,104.5609202,"N","Y",1
193,852,"10/08/2006",2008,8,738,NA,"N","N",1
397,853,"04/08/2005",2008,8,1110,109.8998861,"N","Y",1
488,854,"21/01/2000",2008,8,3132,39.44796908,"Y","Y",1
443,855,"23/11/2003",2008,8,1734,110.2440744,"N","Y",1
510,856,"12/03/2005",2008,8,1261,133.4282549,"N","Y",1
514,857,"24/04/2006",2008,8,854,142.1303179,"N","N",0
310,858,"24/11/2002",2008,8,2102,58.47084148,"N","Y",0
615,859,"18/09/2006",2008,8,711,NA,"N","N",1
781,860,"16/09/2004",2008,9,1446,17.34967597,"N","N",0
